OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,AGENCY NAME,ESTIMATED FUNDING,EXPECTED NUMBER OF AWARDS,GRANTOR CONTACT,AGENCY CONTACT PHONE,AGENCY CONTACT EMAIL,ESTIMATED POST DATE,ESTIMATED APPLICATION DUE DATE,POSTED DATE,CLOSE DATE,LAST UPDATED DATE/TIME,VERSION,OPPORTUNITY STATUS
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347708"",""NAGOYA-PAS-FY23-01"")",Building Indo Pacific Cyber Security Allied with eSports,DOS-JPN,U.S. Mission to Japan,70000,1,"Tokyo PAS
Grants management",,TokyoPASgrants@state.gov,,,04/28/2023,06/30/2023,04/26/2023 19:56:26,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347606"",""CDC-RFA-EH-24-0016"")",Advancing Health Equity in Asthma Control through EXHALE Strategies,HHS-CDC-NCEH,Centers for Disease Control - NCEH,75000000,28,Alisha Etheredge,770-488-7884,epq5@cdc.gov,01/08/2024,03/08/2024,04/19/2023,,04/19/2023 10:27:19,Forecast 1,Forecasted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347593"",""ED-GRANTS-041923-001"")","OSERS: OSEP: Personnel Development to Improve Services and Results for Children with Disabilities--Preparation of Early Intervention and Special Education Personnel Serving Children with Disabilities who have High-Intensity Needs, ALN 84.325K",ED,Department of Education,6750000,27,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Sunyoung Ahn, 
U.S. Department of Education, 
400 Maryland Avenue SW, room 5013, 
Potomac Center Plaza, 
Washington, DC 20202-5076.  
Telephone:  202-987-0141.  
Email:  Sunyoung.Ahn@ed.gov.",,Sunyoung.Ahn@ed.gov,,,04/19/2023,06/13/2023,04/19/2023 12:18:19,Synopsis 3,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347615"",""SFOP0009567"")",FY 2023 U.S. Speaker Program,DOS-ECA,Bureau Of Educational and Cultural Affairs,,1,Hans Posey,,poseyhe@state.gov,,,04/19/2023,05/30/2023,04/19/2023 12:13:19,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347614"",""HT9425-23-PRORP-CTA"")","DOD Peer Reviewed Orthopaedic, Clinical Trial Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,16000000,6,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,09/13/2023,04/19/2023 12:22:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347616"",""HT9425-23-PRORP-CTRA"")","DOD Peer Reviewed Orthopaedic, Clinical Translational Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,6000000,4,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,09/13/2023,04/19/2023 12:37:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347611"",""HT9425-23-PRORP-ARA"")","DOD Peer Reviewed Orthopaedic, Applied Research Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,3750000,5,"CDMRP Help Desk
Phone:  301-682-5507
Email:  help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,09/13/2023,04/19/2023 11:57:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=346799"",""USDA-RD-HCFP-HPG-2023"")",Rural Housing Preservation Grant,USDA-RHS,Rural Housing Service,18500000,160,"Mandy Couture
Finance and Loan Analyst
Phone 515-418-2188",,mandy.couture@usda.gov,,,04/19/2023,06/05/2023,04/19/2023 11:51:19,Synopsis 5,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347610"",""W81EWF-23-SOI-0010"")",Determining drivers of floodplain forest regeneration success and failure on the Upper Mississippi River in Minnesota and Wisconsin,DOD-COE-ERDC,Engineer Research and Development Center,272871,1,"Phoebe V Fuller
Grantor
Phone 6016343793",,phoebe.v.fuller@usace.army.mil,,,04/19/2023,06/20/2023,04/19/2023 11:46:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347608"",""72061123RFA00002"")",USAID Stop Gender Based Violence Now (USAID Stop GBV Now),USAID-ZAM,Zambia USAID-Lusaka,,1,"Doreen P Muleya
Acquisition and Assistance Specialist
Phone 2602113570000",,dmuleya@usaid.gov,,,04/19/2023,05/25/2023,04/19/2023 11:29:19,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347623"",""R23AS00282"")",Desalination and Water Purification Research Program Pitch to Pilot FY 23,DOI-BOR,Bureau of Reclamation,2000000,,"Christina Munoz
bor-sha-fafoa@usbr.gov",,bor-sha-fafoa@usbr.gov,,,04/19/2023,06/20/2023,04/19/2023 14:50:19,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347617"",""F24AS00009"")",F24AS00009 - NAWCA 2024 Canada Grants,DOI-FWS,Fish and Wildlife Service,26000000,,"Justin Markey
Justin_Markey@fws.gov",,Justin_Markey@fws.gov,,,04/19/2023,08/25/2023,04/19/2023 12:51:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347618"",""F24AS00008"")",F24AS00008 - NAWCA 2024-2 US Standard Grants,DOI-FWS,Fish and Wildlife Service,50000000,,"Justin Markey
Justin_Markey@ws.gov",,Justin_Markey@ws.gov,,,04/19/2023,07/07/2023,04/19/2023 12:59:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347626"",""O-OJJDP-2023-171736"")",OJJDP FY 2023 Family Treatment Court Program,USDOJ-OJP-OJJDP,Office of Juvenile Justice Delinquency Prevention ,11000000,14,"For assistance with the requirements of this solicitation, contact the OJP Response Center at 800-851-3420, 301-240-6310 (TTY for hearing-impaired callers only), or grants@ncjrs.gov. The OJP Response Center operates from 10:00 a.m. to 6:00 p.m. eastern time (ET) Monday-Friday, and 10:00 a.m. to 8:00 p.m. ET on the solicitation close date.

For information related to unforeseen technical issues beyond the control of the applicant and that impact submission, see the ""How to Apply"" section, Experiencing Unforeseen Technical Issues.
grants@ncjrs.gov",,grants@ncjrs.gov,,,04/19/2023,06/06/2023,04/19/2023 15:02:19,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347619"",""O-OVW-2023-171652"")",OVW Fiscal Year 2023 State and Territory Domestic Violence and Sexual Assault Coalitions Program Solicitation,USDOJ-OJP-OVW,Office on Violence Against Women,,,"For assistance with the requirements of this solicitation, email OVW at OVW.StateCoalitions@usdoj.gov. Alternatively, interested parties may call OVW at 202-307-6026. 
emma.west.rasmus@usdoj.gov",,emma.west.rasmus@usdoj.gov,,,04/19/2023,06/20/2023,04/19/2023 14:00:19,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347630"",""PAR-23-170"")","Interventions to expand cancer screening and preventive services to ADVANCE health in populations that experience health disparities (R01, Clinical Trial Required)",HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,01/07/2027,04/19/2023 15:49:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347620"",""USDA-AMS-TM-LMCG-G-23-0017"")",Local Meat Capacity Grant,USDA-AMS,Agricultural Marketing Service,75000000,100,"The Local MCap Grant Team
LocalMCap@usda.gov",,LocalMCap@usda.gov,,,04/19/2023,07/19/2023,04/19/2023 15:41:19,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347628"",""PAR-23-144"")",STrengthening Research Opportunities for NIH Grants (STRONG): Structured Institutional Needs Assessment and Action Plan Development for Resource Limited Institutions (RLIs) (UC2 - Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,09/18/2025,04/19/2023 15:37:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347604"",""W9126G-23-2-SOI-2302"")","CULTURAL RESOURCES PROGRAM SUPPORT FORT A. P. HILL, VA",DOD-COE-FW,Fort Worth District,,1,"Sandra K Justman
Grantor
Phone 8178861073",,sandra.justman@usace.army.mil,,,04/19/2023,05/18/2023,04/19/2023 15:13:19,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347629"",""PAR-23-161"")",Emergency Awards: HEAL Initiative: Translational Science Career Enhancement Awards for Early and Mid-career Investigators (K18 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,05/22/2023,04/19/2023 15:43:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347632"",""RFA-DA-24-015"")",Ending the HIV Epidemic:  Focus on Justice Populations with SUD (R61/R33 Clinical Trial Required),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,08/16/2023,04/19/2023 15:59:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347621"",""USDA-AMS-TM-IAHMP-G-23-0018"")",Indigenous Animals Harvesting and Meat Processing Grant Program,USDA-AMS,Agricultural Marketing Service,50000000,30,"The IAG Grants Team
iag@usda.gov",,iag@usda.gov,,,04/19/2023,07/19/2023,04/19/2023 15:59:19,Synopsis 3,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347633"",""RFA-DA-24-022"")",Ending the HIV Epidemic:  Resource Center to Engage Justice-Involved Populations (U24 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,08/16/2023,04/19/2023 16:02:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347631"",""RFA-TR-23-011"")",Emergency Awards: HEAL Initiative- New Innovator Award (DP2 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,05/22/2023,04/19/2023 15:54:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347634"",""RFA-DA-24-023"")",Ending the HIV Epidemic: Focus on Justice Populations with SUD-Data Coordination and Dissemination Center (UM1 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/19/2023,08/16/2023,04/19/2023 16:06:19,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347637"",""SFOP0009697"")",Logistical Support for ILEA Program,DOS-INL,Bureau of International Narcotics-Law Enforcement,,1,Najar Starr (StarrND@state.gov) - GO; Zaida Jimenez (JimenezZC@state.gov) - PO/GOR,,,,,04/19/2023,06/19/2023,04/19/2023 18:06:19,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347622"",""HT9425-23-RCRP-CA"")","DOD, Rare Cancers, Concept Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,3200000,20,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,08/25/2023,04/20/2023 14:27:20,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347627"",""HT9425-23-RCRP-RCDA"")","DOD, Rare Cancers, Resource and Community Development Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,3840000,3,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,09/29/2023,04/20/2023 14:27:20,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347625"",""HT9425-23-RCRP-IDA"")","DOD, Rare Cancers, Idea Development Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,8400000,15,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/19/2023,09/29/2023,04/21/2023 09:34:21,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347575"",""DHS-23-ST-061-ARCTIC"")",Center of Excellence for Homeland Security in the Arctic,DHS-OPO,Office of Procurement Operations - Grants Division,,1,"Grants.gov Contact Center
Phone Number: 1-800-518-4726

Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.
support@grants.gov",,support@grants.gov,,,04/19/2023,06/19/2023,04/26/2023 14:14:26,Synopsis 3,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347535"",""INL23GR0032-EASERBIA-LEGALEDU-04182023"")",Improving Practical Skills in Serbia's Legal Education,DOS-INL,Bureau of International Narcotics-Law Enforcement,400000,1,Jovana Petrovic,,petrovicj2@state.gov,,,04/18/2023,06/19/2023,04/14/2023 16:07:14,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347564"",""DOSPNG-23-GR-002"")",Academy for Women Entrepreneurs (AWE) in Hela and Morobe,DOS-PNG,U.S. Mission to Papua New Guinea,75000,2,"Damian  Wampler
Grantor",,pdportmoresby@state.gov,,,04/18/2023,07/15/2023,04/17/2023 21:19:17,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347565"",""DOSPNG-23-GR-003"")",Civic Education Project,DOS-PNG,U.S. Mission to Papua New Guinea,250000,2,"Damian  Wampler
Grantor",,pdportmoresby@state.gov,,,04/18/2023,07/15/2023,04/17/2023 21:25:17,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347566"",""DOSPNG-23-GR-004"")",American Corner Programming,DOS-PNG,U.S. Mission to Papua New Guinea,,8,Damian  Wampler,,pdportmoresby@state.gov,,,04/18/2023,07/15/2023,04/18/2023 02:49:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347563"",""DOSPNG-23-GR-001"")",U.S. Embassy Port Moresby PAS Annual Program Statement,DOS-PNG,U.S. Mission to Papua New Guinea,500000,20,"Damian  Wampler
Grantor
Phone 675 308 9100",,pdportmoresby@state.gov,,,04/18/2023,08/01/2023,04/17/2023 21:13:17,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347571"",""72011523RFA00001"")",Draft_PD_72011523RFA00001_Media and Disinformation,USAID-KAZ,Kazakhstan USAID-Almaty,,1,Jannat Koksalova,,zkoxalova@usaid.gov,,,04/18/2023,,04/18/2023 08:06:18,Synopsis 2,Posted,,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347569"",""TIRDEMCOMMR2FY23"")",Democracy Commission Program Round 2 FY2023,DOS-ALB,U.S. Mission to Albania,,,"US Embassy Tirana, Public Affairs Office",003554247285,pdgrantstirana@state.gov,,05/17/2023,04/18/2023,,04/18/2023 07:50:18,Forecast 1,Forecasted,,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347501"",""ED-GRANTS-041823-001"")","Office of Postsecondary Education (OPE): Higher Education Programs (HEP): Institutional Service: Alaska Native-Serving Institutions Program Part A, Assistance Listing Number 84.031N",ED,Department of Education,11771979,12,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Robyn Wood, 
U.S. Department of Education, 
400 Maryland Avenue, SW, room 2B203, 
Washington, DC  20202-4260.  
Telephone:  (202) 987-1577.  
Email:  Robyn.Wood@ed.gov.",,Robyn.Wood@ed.gov,,,04/18/2023,06/20/2023,04/18/2023 09:22:18,Synopsis 3,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347502"",""ED-GRANTS-041823-002"")","Office of Postsecondary Education (OPE): Higher Education Programs (HEP): Institutional Service: Native Hawaiian-Serving Institutions Program Part A, Assistance Listing Number 84.031W",ED,Department of Education,11771979,12,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Robyn Wood, 
U.S. Department of Education, 
400 Maryland Avenue, SW, room 2B203, 
Washington, DC  20202-4260.  
Telephone:  (202) 987-1577.  
Email:  Robyn.Wood@ed.gov.",,Robyn.Wood@ed.gov,,,04/18/2023,06/20/2023,04/18/2023 09:26:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347574"",""DE-FOA-0002987"")",Department of Energy Heat Pump Defense Production Act Program,DOE-NETL,National Energy Technology Laboratory,250000000,20,"Steven A. Canger 412-386-9235
Steven.Canger@netl.doe.gov",,Steven.Canger@netl.doe.gov,,,04/18/2023,08/01/2023,04/18/2023 09:59:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347580"",""HT9425-23-S-JWMRP-MMRDA"")","DoD Joint Warfighter Medical, Military Medical Research and Development Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,11600000,4,"CDMRP Help Desk
Phone:      301-682-5507
Email:       help@eBRAP.org",,help@eBRAP.org,,,04/18/2023,09/07/2023,04/18/2023 12:17:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347578"",""DOS-AF-MAP-PD-FY23-04"")",Youth Basketball Program Mozambique,DOS-MOZ,U.S. Mission to Mozambique,400000,02,"U.S. Embassy Mozambique
Public Diplomacy Office",,maputopdproposals@state.gov,,,04/18/2023,05/22/2023,04/18/2023 11:25:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347581"",""O-OJJDP-2023-171734"")",OJJDP FY 2023 Eliminating Records Barriers to Youth Success,USDOJ-OJP-OJJDP,Office of Juvenile Justice Delinquency Prevention ,1500000,1,"For assistance with the requirements of this solicitation, contact the OJP Response Center at 800-851-3420, 301-240-6310 (TTY for hearing-impaired callers only), or grants@ncjrs.gov. The OJP Response Center operates from 10:00 a.m. to 6:00 p.m. eastern time (ET) Monday-Friday, and 10:00 a.m. to 8:00 p.m. ET on the solicitation close date.

For information related to unforeseen technical issues beyond the control of the applicant and that impact submission, see the ""How to Apply"" section, Experiencing Unforeseen Technical Issues.
grants@ncjrs.gov",,grants@ncjrs.gov,,,04/18/2023,06/06/2023,04/18/2023 12:54:18,Synopsis 1,Posted,,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347582"",""PAR-23-267"")",Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (U43/U44 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,06/06/2025,04/18/2023 13:00:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347583"",""PAR-23-268"")",Industrialization and Translation of Extracellular Vesicles for use in Regenerative Medicine (UT1/UT2) Clinical Trial Not Allowed,HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,06/06/2025,04/18/2023 13:05:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347584"",""W9126G-23-2-SOI-PAN-2180"")","2023 National Register Testing on 11 Archaeological Sites on Fort Hood, Texas",DOD-COE-FW,Fort Worth District,,,"AUDRIA J GILL
Grantor
Phone 817-886-1925",,audria.j.gill@usace.army.mil,,,04/18/2023,05/24/2023,04/18/2023 13:34:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347589"",""NNH23ZDA001N-BPSF"")",ROSES 2023: F.23 SMD Bridge Program Seed Funding,NASA-HQ,NASA Headquarters,,,"Patricia T. (Padi) Boyd
Science Mission Directorate
NASA Headquarters
Washington, DC 20546-0001
     Email: padi.boyd@nasa.gov",,padi.boyd@nasa.gov,,,04/18/2023,03/29/2024,04/18/2023 14:04:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347587"",""NNH23ZDA001N-RIA"")",ROSES 2023: F.22 Research Initiation Awards,NASA-HQ,NASA Headquarters,,,"Maggie Yancey
Science Mission Directorate
NASA Headquarters
Washington, DC 20546-0001
     Email: hq-smd-ria@mail.nasa.gov",,hq-smd-ria@mail.nasa.gov,,,04/18/2023,07/18/2023,04/18/2023 13:58:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347595"",""USDA-NRCS-IA-MULTI-23-NOFO0001242"")",Iowa Partners for Conservation,USDA-NRCS,Natural Resources Conservation Service,5000000,15,"Jessica Phillips
Grantor",,jessica.phillips@usda.gov,,,04/18/2023,05/28/2023,04/18/2023 15:24:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347596"",""RFA-HG-23-005"")",Data Integration and Statistical Analysis Methods (DISAM) (U01 Clinical Trial Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,11/20/2023,04/18/2023 15:37:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347591"",""W9126G-23-2-SOI-2590"")",Rivercane Science and Tribal Engagement Support for the U.S. Army Corps of Engineers Tribal Nations Technical Center of Expertise,DOD,Department of Defense,,1,"Maria Lopez
Grantor
Phone 817-886-1881",,maria.e.lopez@usace.army.mil,,,04/18/2023,05/18/2023,04/18/2023 15:10:18,Synopsis 3,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347598"",""RFA-DA-24-021"")",Mechanistic Studies to Investigate the Interrelationship Between Sleep and/or Circadian Rhythms and Substance Use Disorders (R01 Basic Experimental Studies with Humans Required),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,11/13/2023,04/18/2023 15:45:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347597"",""RFA-DA-24-020"")",Mechanistic Studies to Investigate the Interrelationship Between Sleep and/or Circadian Rhythms and Substance Use Disorders (R01 Clinical Trials Not Allowed),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,11/13/2023,04/18/2023 15:42:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347515"",""ED-GRANTS-041823-003"")","Office of Postsecondary Education (OPE): Higher Education Programs (HEP): Fund for the Improvement of Postsecondary Education (FIPSE): Rural Postsecondary and Economic Development (RPED) Grant Program, Assistance Listing Number 84.116W",ED,Department of Education,44550000,23,"Julius C Cotton
ED Grants.gov FIND Systems Admin.
Phone 202-245-6288
julius.cotton@ed.gov
Program Manager:
Kurrinn Abrams, 
U.S. Department of Education, 
400 Maryland Avenue, SW, 
Washington, DC 20202-4260.  
Telephone:  (202) 987-1920.  
Email:  kurrinn.abrams2@ed.gov.",,kurrinn.abrams2@ed.gov,,,04/18/2023,06/20/2023,04/18/2023 16:56:18,Synopsis 4,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347601"",""7200AA23RFA00011"")",Young African Leaders Initiative (YALI) Legacy and Localization,USAID,Agency for International Development,,,"Masood  Khan
Grantor
Phone 2406364942",,maskhan@usaid.gov,,,04/18/2023,06/01/2023,04/18/2023 22:02:18,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347599"",""RFA-DA-24-038"")",Developing Regulated Therapeutic and Diagnostic Solutions for Patients Affected by Opioid and/or Stimulants use Disorders (OUD/StUD) (R41/R42 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/18/2023,02/14/2025,04/18/2023 16:59:18,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347590"",""SB-OCAPR-23-001"")",PRIME 2023-01,SBA,Small Business Administration,8000000,30,"Grants.gov Contact Center
Phone Number: 1-800-518-4726

Hours of operation are 24 hours a day, 7 days a week. The contact center is closed on federal holidays.
support@grants.gov",,support@grants.gov,,,04/18/2023,05/18/2023,04/20/2023 08:24:20,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347594"",""FA865122S0001CALL03"")",University Day,DOD-AFRL-RW,Munitions Directorate,,,Adam Noffke and James Barnes,,afrl.afrl.rwkbaacallsworkflow@us.af.mil,,,04/18/2023,05/18/2023,04/24/2023 14:36:24,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347541"",""HT9425-23-ARP-DA"")","DoD Autism Research, Discovery Award",DOD-AMRAA,Dept. of the Army -- USAMRAA,640000,2,"CDMRP Help Desk
Phone: 301-682-5507
Email: help@eBRAP.org",,help@eBRAP.org,,,04/17/2023,07/20/2023,04/17/2023 09:02:17,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347539"",""C-NOFO-23-003"")",Strengthening Institutions Combatting Gender Based Violence,DOS-IND,U.S. Mission to India,100000,1,"Grants Application Manager, 
U.S. Consulate, Chennai",,ChennaiPASG@state.gov,,,04/17/2023,06/15/2023,04/17/2023 01:09:17,Synopsis 2,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347546"",""EPA-I-R9-SFBWQIF-23-01"")","BIPARTISAN INFRASTRUCTURE LAW (BIL) - SAN FRANCISCO BAY WATER QUALITY IMPROVEMENT FUND, FISCAL YEAR 2023",EPA,Environmental Protection Agency,5000000,15,"Luisa Valiela
EPA Region 9, Watersheds Office (WTR-3-2)
75 Hawthorne Street
San Francisco, CA 94105
Phone: 415-972-3400, Email: valiela.luisa@epa.gov",,valiela.luisa@epa.gov,,,04/17/2023,06/29/2023,04/17/2023 11:02:17,Synopsis 1,Posted,,,,
"=HYPERLINK(""https://www.grants.gov/view-opportunity.html?oppId=347549"",""PAR-23-156"")",Lasker Clinical Research Scholars Program (Si2/R00 Clinical Trial Optional),HHS-NIH11,National Institutes of Health,,,"NIH Grants Information
grantsinfo@nih.gov",,grantsinfo@nih.gov,,,04/17/2023,08/25/2023,04/17/2023 11:36:17,Synopsis 1,Posted,,,,
